probability,start_symbol,end_symbol0,end_symbol1,end_symbol2,end_symbol3,end_symbol4,end_symbol5,end_symbol6,end_symbol7,end_symbol8,end_symbols
0.2799069425737725,interp,",",nan,nan,nan,nan,nan,nan,nan,nan,"(',',)"
0.3361770809315195,fl,fps,nan,nan,nan,nan,nan,nan,nan,nan,"(fps,)"
0.902899217671422,fps,formaprzys,nan,nan,nan,nan,nan,nan,nan,nan,"(formaprzys,)"
0.8755081300813008,formaprzys,adv,nan,nan,nan,nan,nan,nan,nan,nan,"(adv,)"
0.0032275416890801506,adv,inaczej,nan,nan,nan,nan,nan,nan,nan,nan,"('inaczej',)"
0.009285901124771121,formaczas,praet,condaglt,nan,nan,nan,nan,nan,nan,nan,"(praet, condaglt)"
0.008117859290438966,praet,były,nan,nan,nan,nan,nan,nan,nan,nan,"('były',)"
0.6704545454545454,condaglt,qub,nan,nan,nan,nan,nan,nan,nan,nan,"(qub,)"
0.03237034458753916,qub,by,nan,nan,nan,nan,nan,nan,nan,nan,"('by',)"
0.014893617021276596,fno,flicz,fno,nan,nan,nan,nan,nan,nan,nan,"(flicz, fno)"
0.9087523277467412,flicz,formalicz,nan,nan,nan,nan,nan,nan,nan,nan,"(formalicz,)"
1.0,formalicz,num,nan,nan,nan,nan,nan,nan,nan,nan,"(num,)"
0.03838383838383838,num,dwa,nan,nan,nan,nan,nan,nan,nan,nan,"('dwa',)"
6.828269033799931e-05,subst,pogrzeby,nan,nan,nan,nan,nan,nan,nan,nan,"('pogrzeby',)"
0.034975945910804836,zdanie,fw,ff,fw,fw,nan,nan,nan,nan,nan,"(fw, ff, fw, fw)"
6.828269033799931e-05,subst,Dramat,nan,nan,nan,nan,nan,nan,nan,nan,"('Dramat',)"
0.36633533873921004,formaczas,praet,nan,nan,nan,nan,nan,nan,nan,nan,"(praet,)"
0.0006013229104028864,praet,rozegrał,nan,nan,nan,nan,nan,nan,nan,nan,"('rozegrał',)"
0.08705375631574588,fw,qub,nan,nan,nan,nan,nan,nan,nan,nan,"(qub,)"
0.3651235642185868,qub,się,nan,nan,nan,nan,nan,nan,nan,nan,"('się',)"
0.0008876749743939911,subst,ciągu,nan,nan,nan,nan,nan,nan,nan,nan,"('ciągu',)"
0.003829787234042553,fno,flicz,nan,nan,nan,nan,nan,nan,nan,nan,"(flicz,)"
0.020202020202020204,num,kilku,nan,nan,nan,nan,nan,nan,nan,nan,"('kilku',)"
0.00020484807101399795,subst,sekund,nan,nan,nan,nan,nan,nan,nan,nan,"('sekund',)"
0.01638278507346249,zdanie,ff,fw,fl,nan,nan,nan,nan,nan,nan,"(ff, fw, fl)"
0.04891446507978028,formaczas,praet,aglt,nan,nan,nan,nan,nan,nan,nan,"(praet, aglt)"
0.0006013229104028864,praet,Złapali,nan,nan,nan,nan,nan,nan,nan,nan,"('Złapali',)"
0.2384428223844282,aglt,śmy,nan,nan,nan,nan,nan,nan,nan,nan,"('śmy',)"
0.00013656538067599862,subst,przedpokoju,nan,nan,nan,nan,nan,nan,nan,nan,"('przedpokoju',)"
0.14900533090625406,zdanie,ff,fw,nan,nan,nan,nan,nan,nan,nan,"(ff, fw)"
0.0012026458208057728,praet,zaczęli,nan,nan,nan,nan,nan,nan,nan,nan,"('zaczęli',)"
0.05632402882465005,fw,fwe,nan,nan,nan,nan,nan,nan,nan,nan,"(fwe,)"
0.10515302118754905,formaczas,inf,nan,nan,nan,nan,nan,nan,nan,nan,"(inf,)"
0.0012106537530266344,inf,szarpać,nan,nan,nan,nan,nan,nan,nan,nan,"('szarpać',)"
0.04342738265505136,zdanie,ff,fw,fw,nan,nan,nan,nan,nan,nan,"(ff, fw, fw)"
0.0003006614552014432,praet,Walnął,nan,nan,nan,nan,nan,nan,nan,nan,"('Walnął',)"
0.45498783454987834,aglt,em,nan,nan,nan,nan,nan,nan,nan,nan,"('em',)"
0.04015473887814314,fno,zaimos,nan,nan,nan,nan,nan,nan,nan,nan,"(zaimos,)"
0.7170356111645814,zaimos,ppron3,nan,nan,nan,nan,nan,nan,nan,nan,"(ppron3,)"
0.1261744966442953,ppron3,go,nan,nan,nan,nan,nan,nan,nan,nan,"('go',)"
0.00027313076135199724,subst,ręką,nan,nan,nan,nan,nan,nan,nan,nan,"('ręką',)"
0.09425655393235942,ROOTwypowiedzenie,pauza,zdanie,znakkonca,nan,nan,nan,nan,nan,nan,"(pauza, zdanie, znakkonca)"
1.0,pauza,interp,nan,nan,nan,nan,nan,nan,nan,nan,"(interp,)"
0.05583445573650055,interp,-,nan,nan,nan,nan,nan,nan,nan,nan,"('-',)"
0.0003006614552014432,praet,Biegał,nan,nan,nan,nan,nan,nan,nan,nan,"('Biegał',)"
0.02450229709035222,prep,po,nan,nan,nan,nan,nan,nan,nan,nan,"('po',)"
0.002321611471491977,subst,domu,nan,nan,nan,nan,nan,nan,nan,nan,"('domu',)"
0.0003006614552014432,praet,obszukiwał,nan,nan,nan,nan,nan,nan,nan,nan,"('obszukiwał',)"
0.00013656538067599862,subst,szafy,nan,nan,nan,nan,nan,nan,nan,nan,"('szafy',)"
0.027564685996619424,zdanie,zdanie,przec,spójnik,zdanie,nan,nan,nan,nan,nan,"(zdanie, przec, spójnik, zdanie)"
0.0024052916416115455,praet,Chciał,nan,nan,nan,nan,nan,nan,nan,nan,"('Chciał',)"
0.004182600382409178,fwe,fw,fwe,fw,nan,nan,nan,nan,nan,nan,"(fw, fwe, fw)"
0.0012106537530266344,inf,wypchnąć,nan,nan,nan,nan,nan,nan,nan,nan,"('wypchnąć',)"
0.12059724349157734,prep,z,nan,nan,nan,nan,nan,nan,nan,nan,"('z',)"
0.00047797883236599524,subst,mieszkania,nan,nan,nan,nan,nan,nan,nan,nan,"('mieszkania',)"
1.0,przec,interp,nan,nan,nan,nan,nan,nan,nan,nan,"(interp,)"
0.058365758754863814,conj,ale,nan,nan,nan,nan,nan,nan,nan,nan,"('ale',)"
0.0006013229104028864,praet,naparł,nan,nan,nan,nan,nan,nan,nan,nan,"('naparł',)"
0.2829643888354187,zaimos,ppron12,nan,nan,nan,nan,nan,nan,nan,nan,"(ppron12,)"
0.2755102040816326,ppron12,mnie,nan,nan,nan,nan,nan,nan,nan,nan,"('mnie',)"
0.0003006614552014432,praet,Zażądał,nan,nan,nan,nan,nan,nan,nan,nan,"('Zażądał',)"
0.04149755653110246,fw,fzd,nan,nan,nan,nan,nan,nan,nan,nan,"(fzd,)"
0.5321756894790602,fzd,przec,spójnik,zdanie,nan,nan,nan,nan,nan,nan,"(przec, spójnik, zdanie)"
0.2707525213343677,spójnik,comp,nan,nan,nan,nan,nan,nan,nan,nan,"(comp,)"
0.03829787234042553,comp,by,nan,nan,nan,nan,nan,nan,nan,nan,"('by',)"
0.028734884930438173,zdanie,ff,nan,nan,nan,nan,nan,nan,nan,nan,"(ff,)"
0.0021046301864101023,praet,wyszedł,nan,nan,nan,nan,nan,nan,nan,nan,"('wyszedł',)"
0.0003006614552014432,praet,Straszył,nan,nan,nan,nan,nan,nan,nan,nan,"('Straszył',)"
0.0004096961420279959,subst,policją,nan,nan,nan,nan,nan,nan,nan,nan,"('policją',)"
0.01914241960183767,prep,Na,nan,nan,nan,nan,nan,nan,nan,nan,"('Na',)"
0.00027313076135199724,subst,progu,nan,nan,nan,nan,nan,nan,nan,nan,"('progu',)"
0.001503307276007216,praet,stał,nan,nan,nan,nan,nan,nan,nan,nan,"('stał',)"
0.018218941416679756,fpt,fpt,spójnik,fpt,nan,nan,nan,nan,nan,nan,"(fpt, spójnik, fpt)"
0.0007990411506192569,adj,wysoki,nan,nan,nan,nan,nan,nan,nan,nan,"('wysoki',)"
0.00019976028765481422,adj,zarośnięty,nan,nan,nan,nan,nan,nan,nan,nan,"('zarośnięty',)"
0.0004096961420279959,subst,mężczyzna,nan,nan,nan,nan,nan,nan,nan,nan,"('mężczyzna',)"
0.0003006614552014432,praet,Stracił,nan,nan,nan,nan,nan,nan,nan,nan,"('Stracił',)"
6.828269033799931e-05,subst,równowagę,nan,nan,nan,nan,nan,nan,nan,nan,"('równowagę',)"
0.0003006614552014432,praet,Poleciał,nan,nan,nan,nan,nan,nan,nan,nan,"('Poleciał',)"
0.028085106382978724,fno,fno,fpm,nan,nan,nan,nan,nan,nan,nan,"(fno, fpm)"
0.00020484807101399795,subst,ścianę,nan,nan,nan,nan,nan,nan,nan,nan,"('ścianę',)"
0.011294027565084226,prep,przy,nan,nan,nan,nan,nan,nan,nan,nan,"('przy',)"
0.00020484807101399795,subst,łazience,nan,nan,nan,nan,nan,nan,nan,nan,"('łazience',)"
0.00020484807101399795,subst,Projekt,nan,nan,nan,nan,nan,nan,nan,nan,"('Projekt',)"
0.0003551136363636364,fin,przewiduje,nan,nan,nan,nan,nan,nan,nan,nan,"('przewiduje',)"
0.006421663442940039,fno,fno,fw,nan,nan,nan,nan,nan,nan,nan,"(fno, fw)"
0.027506775067750677,formarzecz,ger,nan,nan,nan,nan,nan,nan,nan,nan,"(ger,)"
0.0024630541871921183,ger,postawienie,nan,nan,nan,nan,nan,nan,nan,nan,"('postawienie',)"
0.006189555125725338,fno,fpt,fno,fpm,nan,nan,nan,nan,nan,nan,"(fpt, fno, fpm)"
0.00019976028765481422,adj,7-kondygnacyjnego,nan,nan,nan,nan,nan,nan,nan,nan,"('7-kondygnacyjnego',)"
6.828269033799931e-05,subst,biurowca,nan,nan,nan,nan,nan,nan,nan,nan,"('biurowca',)"
0.014854932301740812,fno,fno,spójnik,fno,nan,nan,nan,nan,nan,nan,"(fno, spójnik, fno)"
0.0003481624758220503,fno,fpt,fno,fpt,fpm,nan,nan,nan,nan,nan,"(fpt, fno, fpt, fpm)"
0.00019976028765481422,adj,dwupoziomowym,nan,nan,nan,nan,nan,nan,nan,nan,"('dwupoziomowym',)"
6.828269033799931e-05,subst,garażem,nan,nan,nan,nan,nan,nan,nan,nan,"('garażem',)"
0.00039952057530962844,adj,podziemnym,nan,nan,nan,nan,nan,nan,nan,nan,"('podziemnym',)"
0.00202020202020202,num,450,nan,nan,nan,nan,nan,nan,nan,nan,"('450',)"
0.00027313076135199724,subst,samochodów,nan,nan,nan,nan,nan,nan,nan,nan,"('samochodów',)"
0.020233463035019456,conj,oraz,nan,nan,nan,nan,nan,nan,nan,nan,"('oraz',)"
0.03485493230174081,fno,fno,fpt,nan,nan,nan,nan,nan,nan,nan,"(fno, fpt)"
0.00013656538067599862,subst,częścią,nan,nan,nan,nan,nan,nan,nan,nan,"('częścią',)"
0.00019976028765481422,adj,handlową,nan,nan,nan,nan,nan,nan,nan,nan,"('handlową',)"
0.00019976028765481422,adj,usługową,nan,nan,nan,nan,nan,nan,nan,nan,"('usługową',)"
3.868471953578336e-05,fno,fpt,fpt,fno,fw,fw,nan,nan,nan,nan,"(fpt, fpt, fno, fw, fw)"
0.0013983220135836995,adj,To,nan,nan,nan,nan,nan,nan,nan,nan,"('To',)"
0.0013983220135836995,adj,trudne,nan,nan,nan,nan,nan,nan,nan,nan,"('trudne',)"
0.0024630541871921183,ger,przyglądanie,nan,nan,nan,nan,nan,nan,nan,nan,"('przyglądanie',)"
0.006233062330623307,formarzecz,siebie,nan,nan,nan,nan,nan,nan,nan,nan,"(siebie,)"
0.5652173913043478,siebie,sobie,nan,nan,nan,nan,nan,nan,nan,nan,"('sobie',)"
0.02555622369212267,praet,było,nan,nan,nan,nan,nan,nan,nan,nan,"('było',)"
0.03917833181479334,fw,fpt,nan,nan,nan,nan,nan,nan,nan,nan,"(fpt,)"
0.000998801438274071,adj,ważne,nan,nan,nan,nan,nan,nan,nan,nan,"('ważne',)"
0.029034789432382944,formaczas,pred,nan,nan,nan,nan,nan,nan,nan,nan,"(pred,)"
0.20666666666666667,pred,To,nan,nan,nan,nan,nan,nan,nan,nan,"('To',)"
0.024030155489241402,fpt,fps,fpt,nan,nan,nan,nan,nan,nan,nan,"(fps, fpt)"
0.026358257127487898,adv,bardzo,nan,nan,nan,nan,nan,nan,nan,nan,"('bardzo',)"
0.03666666666666667,pred,Można,nan,nan,nan,nan,nan,nan,nan,nan,"('Można',)"
0.04254302103250478,fwe,fwe,fw,nan,nan,nan,nan,nan,nan,nan,"(fwe, fw)"
0.01937046004842615,inf,powiedzieć,nan,nan,nan,nan,nan,nan,nan,nan,"('powiedzieć',)"
0.5333333333333333,comp,że,nan,nan,nan,nan,nan,nan,nan,nan,"('że',)"
0.002730464178910415,zdanie,fw,ff,fl,fl,nan,nan,nan,nan,nan,"(fw, ff, fl, fl)"
0.013998177752008614,fw,fps,nan,nan,nan,nan,nan,nan,nan,nan,"(fps,)"
0.01613770844540075,adv,teraz,nan,nan,nan,nan,nan,nan,nan,nan,"('teraz',)"
0.0003551136363636364,fin,stoisz,nan,nan,nan,nan,nan,nan,nan,nan,"('stoisz',)"
0.05372377219275997,fl,fno,nan,nan,nan,nan,nan,nan,nan,nan,"(fno,)"
0.0003414134516899966,subst,twarzą,nan,nan,nan,nan,nan,nan,nan,nan,"('twarzą',)"
0.0007511095937179925,subst,twarz,nan,nan,nan,nan,nan,nan,nan,nan,"('twarz',)"
0.00019976028765481422,adj,Twoim,nan,nan,nan,nan,nan,nan,nan,nan,"('Twoim',)"
6.828269033799931e-05,subst,upokorzeniem,nan,nan,nan,nan,nan,nan,nan,nan,"('upokorzeniem',)"
0.020154738878143133,fno,zaimrzecz,nan,nan,nan,nan,nan,nan,nan,nan,"(zaimrzecz,)"
1.0,zaimrzecz,subst,nan,nan,nan,nan,nan,nan,nan,nan,"(subst,)"
0.0016387845681119836,subst,To,nan,nan,nan,nan,nan,nan,nan,nan,"('To',)"
0.004573170731707317,formaprzys,prep,adv,nan,nan,nan,nan,nan,nan,nan,"(prep, adv)"
0.0037654653039268424,adv,pewno,nan,nan,nan,nan,nan,nan,nan,nan,"('pewno',)"
0.08484703632887189,fwe,partykuła,formaczas,nan,nan,nan,nan,nan,nan,nan,"(partykuła, formaczas)"
1.0,partykuła,qub,nan,nan,nan,nan,nan,nan,nan,nan,"(qub,)"
0.19178558997563522,qub,nie,nan,nan,nan,nan,nan,nan,nan,nan,"('nie',)"
0.10759943181818182,fin,jest,nan,nan,nan,nan,nan,nan,nan,nan,"('jest',)"
0.00019976028765481422,adj,przyjemne,nan,nan,nan,nan,nan,nan,nan,nan,"('przyjemne',)"
0.04670750382848392,prep,W,nan,nan,nan,nan,nan,nan,nan,nan,"('W',)"
0.013771760154738879,fno,fpt,fno,fno,nan,nan,nan,nan,nan,nan,"(fpt, fno, fno)"
0.00039952057530962844,adj,dalszym,nan,nan,nan,nan,nan,nan,nan,nan,"('dalszym',)"
0.012185377546943668,adj,tej,nan,nan,nan,nan,nan,nan,nan,nan,"('tej',)"
0.0006145442130419938,subst,książki,nan,nan,nan,nan,nan,nan,nan,nan,"('książki',)"
0.0014204545454545455,fin,chcę,nan,nan,nan,nan,nan,nan,nan,nan,"('chcę',)"
0.0016730401529636712,fwe,fw,fl,fwe,nan,nan,nan,nan,nan,nan,"(fw, fl, fwe)"
0.006802721088435374,ppron12,Ci,nan,nan,nan,nan,nan,nan,nan,nan,"('Ci',)"
0.00998801438274071,adj,tym,nan,nan,nan,nan,nan,nan,nan,nan,"('tym',)"
6.828269033799931e-05,subst,wyzwoleniu,nan,nan,nan,nan,nan,nan,nan,nan,"('wyzwoleniu',)"
0.006053268765133172,inf,pomóc,nan,nan,nan,nan,nan,nan,nan,nan,"('pomóc',)"
0.023273956572617344,zdanie,fw,ff,fl,fw,nan,nan,nan,nan,nan,"(fw, ff, fl, fw)"
6.828269033799931e-05,subst,Opowieść,nan,nan,nan,nan,nan,nan,nan,nan,"('Opowieść',)"
0.0003551136363636364,fin,uczestniczy,nan,nan,nan,nan,nan,nan,nan,nan,"('uczestniczy',)"
0.09753285681346553,fl,modpart,nan,nan,nan,nan,nan,nan,nan,nan,"(modpart,)"
0.984354628422425,modpart,qub,nan,nan,nan,nan,nan,nan,nan,nan,"(qub,)"
0.016359206404455272,qub,także,nan,nan,nan,nan,nan,nan,nan,nan,"('także',)"
6.828269033799931e-05,subst,pochodzie,nan,nan,nan,nan,nan,nan,nan,nan,"('pochodzie',)"
6.828269033799931e-05,subst,performatywów,nan,nan,nan,nan,nan,nan,nan,nan,"('performatywów',)"
0.0007102272727272727,fin,stwarza,nan,nan,nan,nan,nan,nan,nan,nan,"('stwarza',)"
6.828269033799931e-05,subst,wzory,nan,nan,nan,nan,nan,nan,nan,nan,"('wzory',)"
0.00027313076135199724,subst,poglądy,nan,nan,nan,nan,nan,nan,nan,nan,"('poglądy',)"
6.828269033799931e-05,subst,Sumę,nan,nan,nan,nan,nan,nan,nan,nan,"('Sumę',)"
0.013078733978550876,formaczas,impt,nan,nan,nan,nan,nan,nan,nan,nan,"(impt,)"
0.01,impt,wpisz,nan,nan,nan,nan,nan,nan,nan,nan,"('wpisz',)"
0.09786839666357738,formaprzym,ppas,nan,nan,nan,nan,nan,nan,nan,nan,"(ppas,)"
0.001893939393939394,ppas,zaznaczone,nan,nan,nan,nan,nan,nan,nan,nan,"('zaznaczone',)"
0.0006145442130419938,subst,miejsca,nan,nan,nan,nan,nan,nan,nan,nan,"('miejsca',)"
0.0005200884150305552,zdanie,fl,fl,ff,fw,fl,nan,nan,nan,nan,"(fl, fl, ff, fw, fl)"
0.0029974636845745907,fl,modpart,przec,nan,nan,nan,nan,nan,nan,nan,"(modpart, przec)"
0.0006961364427427776,qub,Oczywiście,nan,nan,nan,nan,nan,nan,nan,nan,"('Oczywiście',)"
0.004176818656456666,qub,przecież,nan,nan,nan,nan,nan,nan,nan,nan,"('przecież',)"
0.0014204545454545455,fin,robię,nan,nan,nan,nan,nan,nan,nan,nan,"('robię',)"
6.828269033799931e-05,subst,filmów,nan,nan,nan,nan,nan,nan,nan,nan,"('filmów',)"
0.016845329249617153,prep,dla,nan,nan,nan,nan,nan,nan,nan,nan,"('dla',)"
0.30434782608695654,siebie,siebie,nan,nan,nan,nan,nan,nan,nan,nan,"('siebie',)"
0.002223384776353649,formaczas,pred,fin,nan,nan,nan,nan,nan,nan,nan,"(pred, fin)"
0.00039952057530962844,adj,złe,nan,nan,nan,nan,nan,nan,nan,nan,"('złe',)"
0.00013656538067599862,subst,myślenie,nan,nan,nan,nan,nan,nan,nan,nan,"('myślenie',)"
0.0005992808629644426,adj,Każdy,nan,nan,nan,nan,nan,nan,nan,nan,"('Każdy',)"
6.828269033799931e-05,subst,twórca,nan,nan,nan,nan,nan,nan,nan,nan,"('twórca',)"
0.0003551136363636364,fin,marzy,nan,nan,nan,nan,nan,nan,nan,nan,"('marzy',)"
0.0024364775495997215,qub,chyba,nan,nan,nan,nan,nan,nan,nan,nan,"('chyba',)"
0.0425531914893617,comp,żeby,nan,nan,nan,nan,nan,nan,nan,nan,"('żeby',)"
0.0012106537530266344,inf,odnieść,nan,nan,nan,nan,nan,nan,nan,nan,"('odnieść',)"
0.0007990411506192569,adj,wielki,nan,nan,nan,nan,nan,nan,nan,nan,"('wielki',)"
0.00027313076135199724,subst,sukces,nan,nan,nan,nan,nan,nan,nan,nan,"('sukces',)"
0.001950331556364582,zdanie,ff,fl,fl,fw,nan,nan,nan,nan,nan,"(ff, fl, fl, fw)"
0.01883337692911326,formaczas,imps,nan,nan,nan,nan,nan,nan,nan,nan,"(imps,)"
0.006944444444444444,imps,Zorganizowano,nan,nan,nan,nan,nan,nan,nan,nan,"('Zorganizowano',)"
0.013574660633484163,qub,również,nan,nan,nan,nan,nan,nan,nan,nan,"('również',)"
0.056375838926174496,ppron3,nich,nan,nan,nan,nan,nan,nan,nan,nan,"('nich',)"
0.002205029013539652,fno,fno,fpt,fpm,nan,nan,nan,nan,nan,nan,"(fno, fpt, fpm)"
6.828269033799931e-05,subst,warsztaty,nan,nan,nan,nan,nan,nan,nan,nan,"('warsztaty',)"
0.00019976028765481422,adj,rękodzielnicze,nan,nan,nan,nan,nan,nan,nan,nan,"('rękodzielnicze',)"
0.00013656538067599862,subst,zakresu,nan,nan,nan,nan,nan,nan,nan,nan,"('zakresu',)"
0.0005415860735009671,fno,fno,spójnik,fno,spójnik,fno,spójnik,fno,nan,nan,"(fno, spójnik, fno, spójnik, fno, spójnik, fno)"
0.0049261083743842365,ger,robienia,nan,nan,nan,nan,nan,nan,nan,nan,"('robienia',)"
6.828269033799931e-05,subst,drutach,nan,nan,nan,nan,nan,nan,nan,nan,"('drutach',)"
0.0024630541871921183,ger,haftowania,nan,nan,nan,nan,nan,nan,nan,nan,"('haftowania',)"
0.0024630541871921183,ger,tkania,nan,nan,nan,nan,nan,nan,nan,nan,"('tkania',)"
0.0024630541871921183,ger,wykonywania,nan,nan,nan,nan,nan,nan,nan,nan,"('wykonywania',)"
6.828269033799931e-05,subst,makram,nan,nan,nan,nan,nan,nan,nan,nan,"('makram',)"
0.006944444444444444,imps,Nawiązano,nan,nan,nan,nan,nan,nan,nan,nan,"('Nawiązano',)"
6.828269033799931e-05,subst,współpracę,nan,nan,nan,nan,nan,nan,nan,nan,"('współpracę',)"
0.004216634429400387,fno,fno,fno,fpm,nan,nan,nan,nan,nan,nan,"(fno, fno, fpm)"
6.828269033799931e-05,subst,kołami,nan,nan,nan,nan,nan,nan,nan,nan,"('kołami',)"
6.828269033799931e-05,subst,gospodyń,nan,nan,nan,nan,nan,nan,nan,nan,"('gospodyń',)"
0.00019976028765481422,adj,wiejskich,nan,nan,nan,nan,nan,nan,nan,nan,"('wiejskich',)"
0.0002321083172147002,fno,fno,spójnik,fno,spójnik,fno,spójnik,fno,spójnik,fno,"(fno, spójnik, fno, spójnik, fno, spójnik, fno, spójnik, fno)"
6.828269033799931e-05,subst,Domatkowie,nan,nan,nan,nan,nan,nan,nan,nan,"('Domatkowie',)"
6.828269033799931e-05,subst,Kolbuszowej,nan,nan,nan,nan,nan,nan,nan,nan,"('Kolbuszowej',)"
0.00019976028765481422,adj,Górnej,nan,nan,nan,nan,nan,nan,nan,nan,"('Górnej',)"
0.00019976028765481422,adj,Nowej,nan,nan,nan,nan,nan,nan,nan,nan,"('Nowej',)"
0.00013656538067599862,subst,Wsi,nan,nan,nan,nan,nan,nan,nan,nan,"('Wsi',)"
6.828269033799931e-05,subst,Weryni,nan,nan,nan,nan,nan,nan,nan,nan,"('Weryni',)"
6.828269033799931e-05,subst,Widełce,nan,nan,nan,nan,nan,nan,nan,nan,"('Widełce',)"
0.005981016772851385,zdanie,zdanie,spójnik,zdanie,spójnik,zdanie,nan,nan,nan,nan,"(zdanie, spójnik, zdanie, spójnik, zdanie)"
6.828269033799931e-05,subst,Uczestniczki,nan,nan,nan,nan,nan,nan,nan,nan,"('Uczestniczki',)"
0.0003006614552014432,praet,wysłuchały,nan,nan,nan,nan,nan,nan,nan,nan,"('wysłuchały',)"
6.828269033799931e-05,subst,wykładów,nan,nan,nan,nan,nan,nan,nan,nan,"('wykładów',)"
0.00013656538067599862,subst,doradców,nan,nan,nan,nan,nan,nan,nan,nan,"('doradców',)"
0.00039952057530962844,adj,zawodowych,nan,nan,nan,nan,nan,nan,nan,nan,"('zawodowych',)"
