probability,start_symbol,end_symbol0,end_symbol1,end_symbol2,end_symbol3,end_symbol4,end_symbol5,end_symbol6,end_symbol7,end_symbol8,end_symbol9,end_symbols
0.007928180016322724,SP,SP,COORD,SP,,,,,,,,"(SP, COORD, SP)"
5.599417660563302e-05,IZE,familiari,,,,,,,,,,"('familiari',)"
0.003614317360382418,SP,SADV,GRUP.NOM,,,,,,,,,"(SADV, GRUP.NOM)"
0.6816758026624902,SADV,ADB,,,,,,,,,,"(ADB,)"
0.0024717514124293787,ADB,bereziki,,,,,,,,,,"('bereziki',)"
5.599417660563302e-05,IZE,Pakitari,,,,,,,,,,"('Pakitari',)"
5.599417660563302e-05,IZE,doluminak,,,,,,,,,,"('doluminak',)"
0.00011071744906997343,ADI,agertzea,,,,,,,,,,"('agertzea',)"
0.09460974557999137,GV,ADI,ADL,PUNT,,,,,,,,"(ADI, ADL, PUNT)"
0.0022143489813994687,ADI,erabaki,,,,,,,,,,"('erabaki',)"
0.03490136570561457,S,SN,SN,GV,,,,,,,,"(SN, SN, GV)"
0.0033811355951964554,SP,S,IZE,,,,,,,,,"(S, IZE)"
0.054228895455634536,S,GV,,,,,,,,,,"(GV,)"
0.00011071744906997343,ADI,Aipatutako,,,,,,,,,,"('Aipatutako',)"
5.599417660563302e-05,IZE,terminoen_azpian,,,,,,,,,,"('terminoen_azpian',)"
0.14359637774902975,GV,ADT,,,,,,,,,,"(ADT,)"
0.007933194154488519,ADT,dagoen,,,,,,,,,,"('dagoen',)"
5.599417660563302e-05,IZE,kontzepzioa,,,,,,,,,,"('kontzepzioa',)"
0.000503119339907426,SN,PUNT,LOT,PUNT,ADJ,,,,,,,"(PUNT, LOT, PUNT, ADJ)"
0.012582384661473937,LOT,berriz,,,,,,,,,,"('berriz',)"
0.00032583903551645487,ADJ,zabalagoa,,,,,,,,,,"('zabalagoa',)"
0.18413361169102296,ADT,da,,,,,,,,,,"('da',)"
0.0017570481590927242,S,SN,SN,GV,SADV,,,,,,,"(SN, SN, GV, SADV)"
0.013483598309519017,SN,SP,GRUP.NOM,SA,,,,,,,,"(SP, GRUP.NOM, SA)"
0.001049317943336831,SP,SN,PUNT,SN,COORD,SP,,,,,,"(SN, PUNT, SN, COORD, SP)"
0.0029615626969124132,GRUP.NOM,LOT,PUNT,IZE,,,,,,,,"(LOT, PUNT, IZE)"
0.006590772917914919,LOT,Beraz,,,,,,,,,,"('Beraz',)"
0.00016798252981689904,IZE,ikasle,,,,,,,,,,"('ikasle',)"
0.00027997088302816507,IZE,irakasle,,,,,,,,,,"('irakasle',)"
5.599417660563302e-05,IZE,psikolinguistentzako,,,,,,,,,,"('psikolinguistentzako',)"
5.599417660563302e-05,IZE,produktu,,,,,,,,,,"('produktu',)"
0.7654867256637168,SA,ADJ,,,,,,,,,,"(ADJ,)"
0.00032583903551645487,ADJ,informatikoak,,,,,,,,,,"('informatikoak',)"
0.026564701147112096,SN,ADJ,,,,,,,,,,"(ADJ,)"
0.0006516780710329097,ADJ,aztergai,,,,,,,,,,"('aztergai',)"
0.006263048016701462,ADT,ditugu,,,,,,,,,,"('ditugu',)"
0.04972592012529366,SADV,ADB,PUNT,,,,,,,,,"(ADB, PUNT)"
0.007415254237288136,ADB,hemen,,,,,,,,,,"('hemen',)"
0.0023143489635741596,SN,ESPEC,GRUP.NOM,SA,,,,,,,,"(ESPEC, GRUP.NOM, SA)"
0.0011568718186024988,DET,Lau,,,,,,,,,,"('Lau',)"
0.00027997088302816507,IZE,multzo,,,,,,,,,,"('multzo',)"
0.0032583903551645487,ADJ,nagusi,,,,,,,,,,"('nagusi',)"
0.00022143489813994686,ADI,bereiziko,,,,,,,,,,"('bereiziko',)"
0.007280598189689099,ADL,ditugu,,,,,,,,,,"('ditugu',)"
0.03579082726103729,PUNT,:,,,,,,,,,,"(':',)"
0.0023959747623991693,S,SADV,S,GV,,,,,,,,"(SADV, S, GV)"
0.0007062146892655367,ADB,Paraleloki,,,,,,,,,,"('Paraleloki',)"
0.03665841386470729,S,S,GV,,,,,,,,,"(S, GV)"
0.11672368685852284,SN,SP,GRUP.NOM,,,,,,,,,"(SP, GRUP.NOM)"
0.00011198835321126603,IZE,Euskal_Herriaren,,,,,,,,,,"('Euskal_Herriaren',)"
0.0013998544151408254,IZE,egoera,,,,,,,,,,"('egoera',)"
0.049909438518816664,SN,ESPEC,,,,,,,,,,"(ESPEC,)"
0.0034706154558074966,DET,zein,,,,,,,,,,"('zein',)"
0.03285899094437258,GV,ADL,,,,,,,,,,"(ADL,)"
0.018693427784336875,ADL,den,,,,,,,,,,"('den',)"
0.003210806023029229,ADI,ikusten,,,,,,,,,,"('ikusten',)"
0.0014393268379096545,ADI,joango,,,,,,,,,,"('joango',)"
0.004919323101141283,ADL,gara,,,,,,,,,,"('gara',)"
0.001996645635332641,S,SN,GV,SN,SP,,,,,,,"(SN, GV, SN, SP)"
0.00023137436372049977,DET,ZER,,,,,,,,,,"('ZER',)"
0.00011071744906997343,ADI,ESKAINTZEN,,,,,,,,,,"('ESKAINTZEN',)"
0.0001967729240456513,ADL,DIGU,,,,,,,,,,"('DIGU',)"
5.599417660563302e-05,IZE,INFORMATIKAK,,,,,,,,,,"('INFORMATIKAK',)"
5.599417660563302e-05,IZE,HIZKUNTZEN,,,,,,,,,,"('HIZKUNTZEN',)"
0.0036546943919344675,GRUP.NOM,IZE,IZE,PUNT,,,,,,,,"(IZE, IZE, PUNT)"
5.599417660563302e-05,IZE,IKASKUNTZA,,,,,,,,,,"('IKASKUNTZA',)"
5.599417660563302e-05,IZE,ARLOAN,,,,,,,,,,"('ARLOAN',)"
0.018002571795970854,PUNT,?,,,,,,,,,,"('?',)"
7.986582541330565e-05,S,SN,GV,SN,SP,GV,ADL_IZEELI,PUNT,,,,"(SN, GV, SN, SP, GV, ADL_IZEELI, PUNT)"
0.052123163614409336,SN,GRUP.NOM,ESPEC,,,,,,,,,"(GRUP.NOM, ESPEC)"
5.599417660563302e-05,IZE,Aukera,,,,,,,,,,"('Aukera',)"
0.008560851457658492,DET,asko,,,,,,,,,,"('asko',)"
0.06346555323590815,ADT,dira,,,,,,,,,,"('dira',)"
5.599417660563302e-05,IZE,informatikak,,,,,,,,,,"('informatikak',)"
0.00027997088302816507,IZE,hizkuntzen,,,,,,,,,,"('hizkuntzen',)"
0.00016798252981689904,IZE,ikaskuntza,,,,,,,,,,"('ikaskuntza',)"
0.00016798252981689904,IZE,arloan,,,,,,,,,,"('arloan',)"
0.005093002657218778,ADI,ematen,,,,,,,,,,"('ematen',)"
0.010869565217391304,ADL_IZEELI,dizkigunak,,,,,,,,,,"('dizkigunak',)"
7.986582541330565e-05,S,SP,SP,SADV,SN,GV,,,,,,"(SP, SP, SADV, SN, GV)"
5.599417660563302e-05,IZE,Euskararengan,,,,,,,,,,"('Euskararengan',)"
0.04360499008977498,SP,GRUP.NOM,ESPEC,,,,,,,,,"(GRUP.NOM, ESPEC)"
0.0005039475894506972,IZE,arlo,,,,,,,,,,"('arlo',)"
0.014345210550670985,DET,honetan,,,,,,,,,,"('honetan',)"
0.001059322033898305,ADB,pixkanaka,,,,,,,,,,"('pixkanaka',)"
0.001408734151740793,SN,GRUP.NOM,SA,SA,,,,,,,,"(GRUP.NOM, SA, SA)"
0.0003359650596337981,IZE,pauso,,,,,,,,,,"('pauso',)"
0.004887585532746823,ADJ,txiki,,,,,,,,,,"('txiki',)"
0.0039100684261974585,ADJ,handiak,,,,,,,,,,"('handiak',)"
0.0004428697962798937,ADI,ari,,,,,,,,,,"('ari',)"
0.047225501770956316,ADL,dira,,,,,,,,,,"('dira',)"
7.986582541330565e-05,S,SN,SP,ADB,ESPEC,GV,SN,,,,,"(SN, SP, ADB, ESPEC, GV, SN)"
0.013382974441537533,SN,SA,GRUP.NOM,,,,,,,,,"(SA, GRUP.NOM)"
0.0006516780710329097,ADJ,Honelako,,,,,,,,,,"('Honelako',)"
0.00016798252981689904,IZE,paketeak,,,,,,,,,,"('paketeak',)"
0.019017911048500705,SN,SN,COORD,SN,,,,,,,,"(SN, COORD, SN)"
0.0001006238679814852,SN,SP,GRUP.NOM,SA,SADV,GRUP.NOM,,,,,,"(SP, GRUP.NOM, SA, SADV, GRUP.NOM)"
0.0003919592362394311,IZE,hizkuntzaren,,,,,,,,,,"('hizkuntzaren',)"
0.00032583903551645487,ADJ,konkretuak,,,,,,,,,,"('konkretuak',)"
0.01918559122944401,SADV,BEREIZ,ADB,,,,,,,,,"(BEREIZ, ADB)"
0.14996926859250154,BEREIZ,-LRB-,,,,,,,,,,"('-LRB-',)"
0.00423728813559322,ADB,adibidez,,,,,,,,,,"('adibidez',)"
5.599417660563302e-05,IZE,turismoa,,,,,,,,,,"('turismoa',)"
0.008944543828264758,COORD,BEREIZ,LOT,,,,,,,,,"(BEREIZ, LOT)"
0.1389059618930547,BEREIZ,-RRB-,,,,,,,,,,"('-RRB-',)"
5.599417660563302e-05,IZE,idazketa,,,,,,,,,,"('idazketa',)"
5.599417660563302e-05,IZE,teknikak,,,,,,,,,,"('teknikak',)"
0.0008857395925597874,ADI,lantzen,,,,,,,,,,"('lantzen',)"
0.003738685556867375,ADL,dituzten,,,,,,,,,,"('dituzten',)"
5.599417660563302e-05,IZE,ikastaroetan,,,,,,,,,,"('ikastaroetan',)"
0.0049435028248587575,ADB,gehien,,,,,,,,,,"('gehien',)"
0.07843590930124943,DET,bat,,,,,,,,,,"('bat',)"
0.037311780336581044,ADI,izan,,,,,,,,,,"('izan',)"
0.0019677292404565133,ADL,daitezke,,,,,,,,,,"('daitezke',)"
0.0026162205675186153,SN,ADJ,PUNT,,,,,,,,,"(ADJ, PUNT)"
0.0006516780710329097,ADJ,aproposak,,,,,,,,,,"('aproposak',)"
0.011340947208689401,S,SN,GV,SP,,,,,,,,"(SN, GV, SP)"
0.0009056148118333669,SN,SN,PUNT,SN,PUNT,SN,COORD,SN,,,,"(SN, PUNT, SN, PUNT, SN, COORD, SN)"
5.599417660563302e-05,IZE,Hiztegiak,,,,,,,,,,"('Hiztegiak',)"
5.599417660563302e-05,IZE,entziklopediak,,,,,,,,,,"('entziklopediak',)"
0.00022397670642253207,IZE,egunkariak,,,,,,,,,,"('egunkariak',)"
5.599417660563302e-05,IZE,multimedia,,,,,,,,,,"('multimedia',)"
0.00011071744906997343,ADI,atzen,,,,,,,,,,"('atzen',)"
5.599417660563302e-05,IZE,CD-ROM,,,,,,,,,,"('CD-ROM',)"
0.04930588798468167,ESPEC,DET,PUNT,,,,,,,,,"(DET, PUNT)"
0.0020823692734844978,DET,hauetan,,,,,,,,,,"('hauetan',)"
0.07954636211165242,S,S,COORD,S,,,,,,,,"(S, COORD, S)"
0.009424167398770066,S,SN,SADV,GV,,,,,,,,"(SN, SADV, GV)"
5.599417660563302e-05,IZE,Informazio,,,,,,,,,,"('Informazio',)"
0.001059322033898305,ADB,batera,,,,,,,,,,"('batera',)"
0.0008857395925597874,ADI,gordetzen,,,,,,,,,,"('gordetzen',)"
0.0379771743408107,ADL,dute,,,,,,,,,,"('dute',)"
5.599417660563302e-05,IZE,bilaketa,,,,,,,,,,"('bilaketa',)"
0.0005039475894506972,IZE,modu,,,,,,,,,,"('modu',)"
0.0034706154558074966,DET,ugari,,,,,,,,,,"('ugari',)"
0.000775022143489814,ADI,eskaintzen,,,,,,,,,,"('eskaintzen',)"
0.0001967729240456513,ADL,dizkigute,,,,,,,,,,"('dizkigute',)"
7.986582541330565e-05,S,S,SN,S,GV,SN,,,,,,"(S, SN, S, GV, SN)"
7.986582541330565e-05,S,SP,SN,SN,ADT_IZEELI,,,,,,,"(SP, SN, SN, ADT_IZEELI)"
0.00011198835321126603,IZE,CD-ROMetan,,,,,,,,,,"('CD-ROMetan',)"
0.00022397670642253207,IZE,informazio,,,,,,,,,,"('informazio',)"
0.0011568718186024988,DET,gehiegi,,,,,,,,,,"('gehiegi',)"
0.00032583903551645487,ADJ,atzigarri,,,,,,,,,,"('atzigarri',)"
0.014285714285714285,ADT_IZEELI,dagoenez,,,,,,,,,,"('dagoenez',)"
0.00011198835321126603,IZE,ikasleak,,,,,,,,,,"('ikasleak',)"
0.0004428697962798937,ADI,galduta,,,,,,,,,,"('galduta',)"
0.0005535872453498672,ADI,aurki,,,,,,,,,,"('aurki',)"
0.0005903187721369539,ADL,lezake,,,,,,,,,,"('lezake',)"
0.035863026376677466,DET,bere,,,,,,,,,,"('bere',)"
0.0009519010022957612,IZE,burua,,,,,,,,,,"('burua',)"
0.0023161089369858638,S,GRUP.NOM,GV,,,,,,,,,"(GRUP.NOM, GV)"
5.599417660563302e-05,IZE,Ingelesarako,,,,,,,,,,"('Ingelesarako',)"
0.00011071744906997343,ADI,existitzen,,,,,,,,,,"('existitzen',)"
0.009445100354191263,ADL,diren,,,,,,,,,,"('diren',)"
5.599417660563302e-05,IZE,CD-ROMak,,,,,,,,,,"('CD-ROMak',)"
0.004024954719259408,SN,ADB,,,,,,,,,,"(ADB,)"
0.00035310734463276836,ADB,franko,,,,,,,,,,"('franko',)"
0.29051878354203936,COORD,PUNT,LOT,,,,,,,,,"(PUNT, LOT)"
0.003194633016532226,S,SP,SN,GV,S,,,,,,,"(SP, SN, GV, S)"
0.0006941230911614993,DET,honengatik,,,,,,,,,,"('honengatik',)"
0.05363252163413162,SN,GRUP.NOM,SA,,,,,,,,,"(GRUP.NOM, SA)"
0.00022397670642253207,IZE,iturri,,,,,,,,,,"('iturri',)"
0.004887585532746823,ADJ,garrantzitsua,,,,,,,,,,"('garrantzitsua',)"
0.01837160751565762,ADT,dute,,,,,,,,,,"('dute',)"
0.00011198835321126603,IZE,eskoletan,,,,,,,,,,"('eskoletan',)"
0.00011198835321126603,IZE,materiala,,,,,,,,,,"('materiala',)"
0.059853385079775764,GV,ADI,PUNT,,,,,,,,,"(ADI, PUNT)"
0.00011071744906997343,ADI,prestatzean,,,,,,,,,,"('prestatzean',)"
0.01685168916220749,S,SN,GV,SN,,,,,,,,"(SN, GV, SN)"
0.0006037432078889113,SN,GRUP.NOM,IZE_IZEELI,,,,,,,,,"(GRUP.NOM, IZE_IZEELI)"
5.599417660563302e-05,IZE,Hipertestuak,,,,,,,,,,"('Hipertestuak',)"
0.006622516556291391,IZE_IZEELI,azkenekoak,,,,,,,,,,"('azkenekoak',)"
0.00023137436372049977,DET,Hauetan,,,,,,,,,,"('Hauetan',)"
5.599417660563302e-05,IZE,testu,,,,,,,,,,"('testu',)"
0.0003359650596337981,IZE,informazioa,,,,,,,,,,"('informazioa',)"
0.00354295837023915,ADI,sortu,,,,,,,,,,"('sortu',)"
0.02576658505304885,SP,GRUP.NOM,SA,,,,,,,,,"(GRUP.NOM, SA)"
0.0007279242958732291,IZE,era,,,,,,,,,,"('era',)"
0.014601769911504425,SA,ADJ,COORD,ADJ,,,,,,,,"(ADJ, COORD, ADJ)"
0.00032583903551645487,ADJ,ez-sekuentzial,,,,,,,,,,"('ez-sekuentzial',)"
0.00032583903551645487,ADJ,asoziatiboan,,,,,,,,,,"('asoziatiboan',)"
0.00011071744906997343,ADI,atzi,,,,,,,,,,"('atzi',)"
0.0003935458480913026,ADL,dezakegu,,,,,,,,,,"('dezakegu',)"
0.0009327270607438498,SP,SN,COORD,IZE,,,,,,,,"(SN, COORD, IZE)"
0.0001260239445494644,GRUP.NOM,BEREIZ,PUNT,BEREIZ,IZE,IZE,,,,,,"(BEREIZ, PUNT, BEREIZ, IZE, IZE)"
0.010287183883411917,PUNT,...,,,,,,,,,,"('...',)"
5.599417660563302e-05,IZE,Hizkuntz,,,,,,,,,,"('Hizkuntz',)"
5.599417660563302e-05,IZE,psikolinguistei_begira,,,,,,,,,,"('psikolinguistei_begira',)"
0.000996457041629761,ADI,sortutako,,,,,,,,,,"('sortutako',)"
0.00027997088302816507,IZE,programak,,,,,,,,,,"('programak',)"
0.011337343822304488,DET,hauek,,,,,,,,,,"('hauek',)"
0.0003497726477789437,SP,GRUP.NOM,GV,GRUP.NOM,,,,,,,,"(GRUP.NOM, GV, GRUP.NOM)"
5.599417660563302e-05,IZE,Ahoskera,,,,,,,,,,"('Ahoskera',)"
0.0004428697962798937,ADI,ikasteko,,,,,,,,,,"('ikasteko',)"
0.0005039475894506972,IZE,izeneko,,,,,,,,,,"('izeneko',)"
5.599417660563302e-05,IZE,ikaste-programa,,,,,,,,,,"('ikaste-programa',)"
0.005829544129649061,SP,SP,GRUP.NOM,ESPEC,,,,,,,,"(SP, GRUP.NOM, ESPEC)"
0.00022397670642253207,IZE,atzerriko,,,,,,,,,,"('atzerriko',)"
0.0007279242958732291,IZE,herrialde,,,,,,,,,,"('herrialde',)"
0.022674687644608976,DET,batean,,,,,,,,,,"('batean',)"
0.00011071744906997343,ADI,moldatzeko,,,,,,,,,,"('moldatzeko',)"
0.00011198835321126603,IZE,programa,,,,,,,,,,"('programa',)"
0.0012178919397697076,ADI,aipatutako,,,,,,,,,,"('aipatutako',)"
5.599417660563302e-05,IZE,autore-paketeen_bidez,,,,,,,,,,"('autore-paketeen_bidez',)"
5.599417660563302e-05,IZE,aplikazioak,,,,,,,,,,"('aplikazioak',)"
0.022841626068205414,S,SN,SP,GV,,,,,,,,"(SN, SP, GV)"
0.002776492364645997,DET,Hauek,,,,,,,,,,"('Hauek',)"
0.00022143489813994686,ADI,saltzen,,,,,,,,,,"('saltzen',)"
0.002955035540292309,S,S,SP,GV,,,,,,,,"(S, SP, GV)"
0.0007043670758703965,SN,S,SA,GRUP.NOM,,,,,,,,"(S, SA, GRUP.NOM)"
0.016053030908074434,S,SADV,GV,,,,,,,,,"(SADV, GV)"
0.0024717514124293787,ADB,Hemen,,,,,,,,,,"('Hemen',)"
0.0022143489813994687,ADI,sartzen,,,,,,,,,,"('sartzen',)"
0.0019677292404565133,ADL,dugun,,,,,,,,,,"('dugun',)"
0.00032583903551645487,ADJ,Adimenduna,,,,,,,,,,"('Adimenduna',)"
5.599417660563302e-05,IZE,terminoa,,,,,,,,,,"('terminoa',)"
0.0001967729240456513,ADL,diogunean,,,,,,,,,,"('diogunean',)"
5.599417660563302e-05,IZE,ordenadorearen,,,,,,,,,,"('ordenadorearen',)"
0.006742281033396346,GRUP.NOM,IZE,IZE,IZE,,,,,,,,"(IZE, IZE, IZE)"
0.00044795341284506414,IZE,laguntza,,,,,,,,,,"('laguntza',)"
5.599417660563302e-05,IZE,motari,,,,,,,,,,"('motari',)"
0.00027997088302816507,IZE,buruz,,,,,,,,,,"('buruz',)"
0.0008161361781508686,SP,SP,GRUP.NOM,SP,,,,,,,,"(SP, GRUP.NOM, SP)"
0.0003497726477789437,SP,SN,COORD,SN,GRUP.NOM,,,,,,,"(SN, COORD, SN, GRUP.NOM)"
5.599417660563302e-05,IZE,STA,,,,,,,,,,"('STA',)"
5.599417660563302e-05,IZE,LK,,,,,,,,,,"('LK',)"
5.599417660563302e-05,IZE,arloen,,,,,,,,,,"('arloen',)"
0.00011198835321126603,IZE,azalpen,,,,,,,,,,"('azalpen',)"
0.004780226186312231,SP,ADJ,,,,,,,,,,"(ADJ,)"
0.00032583903551645487,ADJ,laburrarekin_batera,,,,,,,,,,"('laburrarekin_batera',)"
5.599417660563302e-05,IZE,Hizkuntza_Ikaskuntzan,,,,,,,,,,"('Hizkuntza_Ikaskuntzan',)"
0.006690279417552145,ADL,duten,,,,,,,,,,"('duten',)"
0.0011806375442739079,ADL,dezaketen,,,,,,,,,,"('dezaketen',)"
5.599417660563302e-05,IZE,eraginari,,,,,,,,,,"('eraginari',)"
0.0004428697962798937,ADI,arituko,,,,,,,,,,"('arituko',)"
0.0014375848574395016,S,SP,SN,S,GV,,,,,,,"(SP, SN, S, GV)"
0.00044795341284506414,IZE,Hasiera,,,,,,,,,,"('Hasiera',)"
0.008407079646017699,SA,GRUP.NOM,ADJ,,,,,,,,,"(GRUP.NOM, ADJ)"
0.00016798252981689904,IZE,Sistema,,,,,,,,,,"('Sistema',)"
0.00032583903551645487,ADJ,Tutore_Adimendunen,,,,,,,,,,"('Tutore_Adimendunen',)"
0.0008399126490844952,IZE,helburua,,,,,,,,,,"('helburua',)"
0.00016798252981689904,IZE,irakaslearen,,,,,,,,,,"('irakaslearen',)"
5.599417660563302e-05,IZE,papera,,,,,,,,,,"('papera',)"
0.00033215234720992027,ADI,betetzea,,,,,,,,,,"('betetzea',)"
0.0325678496868476,ADT,zen,,,,,,,,,,"('zen',)"
0.0015174506828528073,S,S,SN,GV,SP,,,,,,,"(S, SN, GV, SP)"
0.004153022921491893,S,SN,GV,COORD,,,,,,,,"(SN, GV, COORD)"
0.006478482184173994,DET,Hori,,,,,,,,,,"('Hori',)"
0.004329004329004329,ADL,zela,,,,,,,,,,"('zela',)"
0.008329477093937991,DET,lau,,,,,,,,,,"('lau',)"
5.599417660563302e-05,IZE,modulu,,,,,,,,,,"('modulu',)"
0.00011071744906997343,ADI,definitzen,,,,,,,,,,"('definitzen',)"
0.007870916961826053,ADL,zituzten,,,,,,,,,,"('zituzten',)"
0.011076133846333217,SP,SA,GRUP.NOM,,,,,,,,,"(SA, GRUP.NOM)"
0.0013033561420658195,ADJ,honelako,,,,,,,,,,"('honelako',)"
5.599417660563302e-05,IZE,sistemetan,,,,,,,,,,"('sistemetan',)"
0.0007187924287197508,S,S,SP,SN,GV,,,,,,,"(S, SP, SN, GV)"
0.000344976282880552,GV,LOT,PUNT,ADI,,,,,,,,"(LOT, PUNT, ADI)"
0.00011071744906997343,ADI,laburbilduz,,,,,,,,,,"('laburbilduz',)"
0.0009327270607438498,SP,PUNT,ADB,,,,,,,,,"(PUNT, ADB)"
0.0014124293785310734,ADB,orain_arte,,,,,,,,,,"('orain_arte',)"
0.002280873248615184,ADJ,ondoko,,,,,,,,,,"('ondoko',)"
5.599417660563302e-05,IZE,pausoak,,,,,,,,,,"('pausoak',)"
0.001328609388839681,ADI,jarraitu,,,,,,,,,,"('jarraitu',)"
7.986582541330565e-05,S,SADV,S,S,GV,,,,,,,"(SADV, S, S, GV)"
0.00011198835321126603,IZE,irakasleen,,,,,,,,,,"('irakasleen',)"
0.0009519010022957612,IZE,lana,,,,,,,,,,"('lana',)"
0.00011071744906997343,ADI,jasotzeko,,,,,,,,,,"('jasotzeko',)"
